,bootstrap,model,test_average_precision,test_roc_auc,train_average_precision,train_roc_auc,validation_average_precision,validation_roc_auc,distribution,seed
0,0,Logistic Regression,0.9028571428571428,0.85,0.5324108770947066,0.5020775623268698,0.9367346938775509,0.9285714285714286,beta,303
1,1,Logistic Regression,0.48333333333333334,0.5,0.5133098990804189,0.4961884961884962,0.7695878195878196,0.6481481481481481,beta,303
2,2,Logistic Regression,0.95,0.9375,0.5369774833469348,0.5161943319838057,0.711111111111111,0.5357142857142857,beta,303
3,3,Logistic Regression,0.8166666666666667,0.75,0.5596921382594708,0.49460188933873145,0.40918803418803423,0.35714285714285715,beta,303
4,4,Logistic Regression,0.7226190476190476,0.6,0.5240330149065833,0.5062326869806094,0.47375719518576664,0.42857142857142855,beta,303
5,5,Logistic Regression,0.925,0.8,0.6050778787637731,0.49384404924760605,0.1736111111111111,0.46153846153846156,beta,303
6,6,Logistic Regression,0.8541666666666666,0.8125,0.5538658623528807,0.5682432432432433,0.39849409849409856,0.42592592592592593,beta,303
7,7,Logistic Regression,0.95,0.9500000000000001,0.5436713110166017,0.4930555555555556,0.7967199467199466,0.58,beta,303
8,8,Logistic Regression,0.6083333333333333,0.7,0.5630290169369626,0.49616724738675955,0.8524992684083594,0.6818181818181819,beta,303
9,9,Logistic Regression,0.8928571428571428,0.85,0.5569907981459296,0.5398475398475397,0.4297749869178441,0.3214285714285714,beta,303
10,10,Logistic Regression,0.95,0.9375,0.477636667365605,0.5081081081081081,0.5731762065095398,0.4444444444444445,beta,303
11,11,Logistic Regression,0.8211111111111111,0.7000000000000001,0.5065723694053876,0.5072765072765073,0.6353535353535353,0.6851851851851851,beta,303
12,12,Logistic Regression,0.8303571428571428,0.75,0.517818875209774,0.5600539811066128,0.7641254578754578,0.7142857142857143,beta,303
13,13,Logistic Regression,0.8041666666666667,0.8500000000000001,0.5127266143281054,0.5125000000000001,0.7410173160173159,0.48,beta,303
14,14,Logistic Regression,0.6458333333333333,0.6875,0.48411613049049734,0.5121951219512195,0.7454220779220778,0.48000000000000004,beta,303
15,15,Logistic Regression,1.0,1.0,0.480284188478986,0.5081081081081081,0.5474667308000642,0.35185185185185186,beta,303
16,16,Logistic Regression,0.95,0.9375,0.6306474008933813,0.5560053981106612,0.5423469387755102,0.6428571428571429,beta,303
17,17,Logistic Regression,0.8541666666666666,0.8125,0.5199789015134344,0.5323886639676113,0.7115646258503401,0.6607142857142857,beta,303
18,18,Logistic Regression,0.95,0.9500000000000001,0.6037319697360474,0.5228531855955678,0.6186771561771562,0.39285714285714285,beta,303
19,19,Logistic Regression,0.95,0.9500000000000001,0.5708848270387021,0.5266805266805268,0.6035680369013703,0.33333333333333337,beta,303
20,20,Logistic Regression,0.7361111111111112,0.6000000000000001,0.49161120513156026,0.49722991689750695,0.6348099816849817,0.5892857142857143,beta,303
21,21,Logistic Regression,0.6791666666666667,0.8,0.5290452203057772,0.5093555093555094,0.669112369112369,0.40740740740740733,beta,303
22,22,Logistic Regression,0.7678571428571428,0.625,0.5264641045381887,0.5114709851551957,0.6205357142857143,0.5357142857142857,beta,303
23,23,Logistic Regression,0.8350000000000001,0.6666666666666667,0.5605522975019919,0.5095238095238095,0.20664983164983164,0.3888888888888889,beta,303
24,24,Logistic Regression,0.8928571428571428,0.8125,0.5307310714500664,0.48445945945945945,0.6989316239316239,0.5,beta,303
25,25,Logistic Regression,0.7087301587301587,0.55,0.562233056095354,0.5114982578397214,0.21746031746031744,0.2272727272727273,beta,303
26,26,Logistic Regression,0.95,0.9375,0.5458511379407426,0.5087719298245614,0.46177849927849923,0.3035714285714286,beta,303
27,27,Logistic Regression,1.0,1.0,0.5777234980209797,0.5755735492577598,0.7007936507936507,0.6428571428571428,beta,303
28,28,Logistic Regression,0.6916666666666667,0.65,0.5447747614905646,0.48684210526315785,0.5653311965811965,0.3392857142857143,beta,303
29,29,Logistic Regression,0.7470238095238095,0.6875,0.559628922612191,0.49999999999999994,0.6021825396825397,0.7222222222222223,beta,303
30,30,Logistic Regression,0.8928571428571428,0.85,0.5114178621178769,0.5329175329175329,0.7758528508528508,0.6481481481481481,beta,303
31,31,Logistic Regression,0.8041666666666667,0.8125,0.5076345075979752,0.5548780487804879,0.6305655455655456,0.38,beta,303
32,32,Logistic Regression,0.9166666666666666,0.875,0.543259635433597,0.5472972972972973,0.7402116402116403,0.5925925925925926,beta,303
33,33,Logistic Regression,0.6678571428571428,0.5625,0.4975836288512957,0.5074224021592443,0.46879509379509376,0.4642857142857143,beta,303
34,34,Logistic Regression,1.0,1.0,0.6139103585702735,0.5883940620782726,0.5840350126064411,0.5178571428571428,beta,303
35,35,Logistic Regression,0.7708333333333333,0.8,0.5078187254052227,0.4986111111111111,0.8871031746031744,0.76,beta,303
36,36,Logistic Regression,0.7333333333333333,0.75,0.5251437959177238,0.5283933518005539,0.5553758741258741,0.4285714285714286,beta,303
37,37,Logistic Regression,0.95,0.9500000000000001,0.5558579405182201,0.5166204986149584,0.7738906926406927,0.6964285714285714,beta,303
38,38,Logistic Regression,1.0,1.0,0.6132242471859358,0.5379403794037941,0.48833333333333334,0.5000000000000001,beta,303
39,39,Logistic Regression,0.9666666666666666,0.95,0.581244422162104,0.5243055555555555,0.31619047619047613,0.36,beta,303
40,40,Logistic Regression,0.95,0.9500000000000001,0.5503692739531088,0.5318559556786704,0.7399839743589743,0.5535714285714285,beta,303
41,41,Logistic Regression,0.6488095238095237,0.55,0.5103426434166786,0.5215277777777778,0.6289926739926739,0.43999999999999995,beta,303
42,42,Logistic Regression,0.7333333333333333,0.75,0.5310000816598526,0.5177700348432056,0.8627607241243604,0.6136363636363636,beta,303
43,43,Logistic Regression,1.0,1.0,0.6016996021557112,0.60625,0.9134479717813053,0.8333333333333333,beta,303
44,44,Logistic Regression,0.8928571428571428,0.8125,0.5814727237597539,0.5567567567567567,0.4194083694083694,0.4444444444444445,beta,303
45,45,Logistic Regression,0.5666666666666667,0.5625,0.5263095620967649,0.5060728744939271,0.39031920460491887,0.21428571428571427,beta,303
46,46,Logistic Regression,0.875,0.8,0.5345116339576511,0.5069252077562326,0.6845935314685314,0.6428571428571429,beta,303
47,47,Logistic Regression,0.6916666666666667,0.5625,0.5757245903510899,0.516260162601626,0.2948717948717949,0.32,beta,303
48,48,Logistic Regression,0.8541666666666666,0.8125,0.5839019301927052,0.5743243243243243,0.7065835399168734,0.5,beta,303
