,bootstrap,feature,importance,model,distribution,seed
0,0,biomarker,0.2792127296612429,Logistic Regression,t,452
1,0,Intercept,-0.12051313901833646,Logistic Regression,t,452
0,1,biomarker,1.0548139607288625,Logistic Regression,t,452
1,1,Intercept,-0.5792577735787806,Logistic Regression,t,452
0,2,biomarker,-1.3228256164399288,Logistic Regression,t,452
1,2,Intercept,0.6600978418185736,Logistic Regression,t,452
0,3,biomarker,-0.3852420586911126,Logistic Regression,t,452
1,3,Intercept,0.2127429284949758,Logistic Regression,t,452
0,4,biomarker,-0.5785994311438978,Logistic Regression,t,452
1,4,Intercept,0.32548298682533844,Logistic Regression,t,452
0,5,biomarker,-0.7589298717692177,Logistic Regression,t,452
1,5,Intercept,0.6620100242670202,Logistic Regression,t,452
0,6,biomarker,-0.7129490416015922,Logistic Regression,t,452
1,6,Intercept,0.4460540161063798,Logistic Regression,t,452
0,7,biomarker,-0.6598658805025608,Logistic Regression,t,452
1,7,Intercept,0.2197273114538684,Logistic Regression,t,452
0,8,biomarker,-0.12111104978685855,Logistic Regression,t,452
1,8,Intercept,-0.10139171774899601,Logistic Regression,t,452
0,9,biomarker,-1.2126814032452744,Logistic Regression,t,452
1,9,Intercept,0.7035668809023501,Logistic Regression,t,452
0,10,biomarker,-0.4656718573704974,Logistic Regression,t,452
1,10,Intercept,0.16642848529832802,Logistic Regression,t,452
0,11,biomarker,-0.10702799672930619,Logistic Regression,t,452
1,11,Intercept,0.12399778562635809,Logistic Regression,t,452
0,12,biomarker,-0.4640787988919804,Logistic Regression,t,452
1,12,Intercept,0.22506706391005876,Logistic Regression,t,452
0,13,biomarker,-0.19648684621808854,Logistic Regression,t,452
1,13,Intercept,-0.015947670543391985,Logistic Regression,t,452
0,14,biomarker,0.09418636125088846,Logistic Regression,t,452
1,14,Intercept,-0.16868126362851366,Logistic Regression,t,452
0,15,biomarker,1.2106836369744762,Logistic Regression,t,452
1,15,Intercept,-0.6843620975753935,Logistic Regression,t,452
0,16,biomarker,-0.4908799082761286,Logistic Regression,t,452
1,16,Intercept,0.27209906126546635,Logistic Regression,t,452
0,17,biomarker,0.1599161974242757,Logistic Regression,t,452
1,17,Intercept,-0.06368607736034919,Logistic Regression,t,452
0,18,biomarker,0.20400265669517353,Logistic Regression,t,452
1,18,Intercept,-0.128221813358589,Logistic Regression,t,452
0,19,biomarker,-0.4289250562771904,Logistic Regression,t,452
1,19,Intercept,0.14969231945656186,Logistic Regression,t,452
0,20,biomarker,0.032484962781288075,Logistic Regression,t,452
1,20,Intercept,-0.040007844521431635,Logistic Regression,t,452
0,21,biomarker,-0.8458435569016043,Logistic Regression,t,452
1,21,Intercept,0.36019306086567127,Logistic Regression,t,452
0,22,biomarker,0.3428363901865276,Logistic Regression,t,452
1,22,Intercept,-0.19426030732660352,Logistic Regression,t,452
0,23,biomarker,0.3297363009473079,Logistic Regression,t,452
1,23,Intercept,0.04802168980487154,Logistic Regression,t,452
0,24,biomarker,0.5919427600800119,Logistic Regression,t,452
1,24,Intercept,-0.37151027701876715,Logistic Regression,t,452
0,25,biomarker,1.1839276739139355,Logistic Regression,t,452
1,25,Intercept,-0.4062109207721145,Logistic Regression,t,452
0,26,biomarker,-1.0749745394654737,Logistic Regression,t,452
1,26,Intercept,0.5282499274429167,Logistic Regression,t,452
0,27,biomarker,0.16308448538823717,Logistic Regression,t,452
1,27,Intercept,-0.05836327163648268,Logistic Regression,t,452
0,28,biomarker,-0.17067832917562156,Logistic Regression,t,452
1,28,Intercept,0.0738121912956553,Logistic Regression,t,452
0,29,biomarker,1.4896685390728586,Logistic Regression,t,452
1,29,Intercept,-0.7407521253456494,Logistic Regression,t,452
0,30,biomarker,0.1453100173297145,Logistic Regression,t,452
1,30,Intercept,-0.14366776976502596,Logistic Regression,t,452
0,31,biomarker,-0.6494152598636727,Logistic Regression,t,452
1,31,Intercept,0.23533551851161735,Logistic Regression,t,452
0,32,biomarker,-1.406523207169406,Logistic Regression,t,452
1,32,Intercept,0.6519592418326581,Logistic Regression,t,452
0,33,biomarker,0.41291833808881223,Logistic Regression,t,452
1,33,Intercept,-0.17228421993844495,Logistic Regression,t,452
0,34,biomarker,-0.0778980907261761,Logistic Regression,t,452
1,34,Intercept,0.06344559172830104,Logistic Regression,t,452
