,bootstrap,model,test_average_precision,test_roc_auc,train_average_precision,train_roc_auc,validation_average_precision,validation_roc_auc,distribution,seed
0,0,Logistic Regression,0.75,0.5625,0.5775892279683909,0.5033738191632928,0.3456067741782028,0.10714285714285714,t,159
1,1,Logistic Regression,1.0,1.0,0.4851849842022631,0.5168918918918919,0.6731762065095399,0.46296296296296297,t,159
2,2,Logistic Regression,1.0,1.0,0.5544670845915464,0.5344129554655871,0.5674339549339549,0.4285714285714286,t,159
3,3,Logistic Regression,0.8166666666666667,0.75,0.5811490921029538,0.5465587044534412,0.4057953950811094,0.26785714285714285,t,159
4,4,Logistic Regression,0.6961904761904762,0.6,0.5399054852179727,0.5214681440443214,0.4415275200989487,0.4464285714285714,t,159
5,5,Logistic Regression,1.0,1.0,0.6034486035560535,0.5619834710743802,1.0,1.0,t,159
6,6,Logistic Regression,0.9166666666666666,0.875,0.6418399061461041,0.581081081081081,0.413095238095238,0.42592592592592593,t,159
7,7,Logistic Regression,0.5845238095238094,0.5625,0.4630230504049663,0.5094850948509485,0.5798512598512598,0.31999999999999995,t,159
8,8,Logistic Regression,0.9166666666666666,0.875,0.5189218984519145,0.520408163265306,0.629446311264493,0.25,t,159
9,9,Logistic Regression,0.95,0.9375,0.6047388187982223,0.6025641025641025,0.6466509680795394,0.6071428571428572,t,159
10,10,Logistic Regression,0.5111111111111111,0.49999999999999994,0.5592582025546504,0.5142065142065142,0.46201360368027033,0.16666666666666666,t,159
11,11,Logistic Regression,0.95,0.9500000000000001,0.5390058825402428,0.5138888888888888,0.42711640211640217,0.5185185185185186,t,159
12,12,Logistic Regression,0.8928571428571428,0.85,0.5443743998510159,0.5484764542936288,0.5662518037518037,0.5535714285714286,t,159
13,13,Logistic Regression,0.5011904761904762,0.4375,0.5051158166464563,0.5264227642276423,0.6307034632034633,0.44000000000000006,t,159
14,14,Logistic Regression,1.0,1.0,0.5261523322075048,0.505420054200542,0.5396131646131647,0.21999999999999997,t,159
15,15,Logistic Regression,1.0,1.0,0.5680137110600653,0.6222222222222223,0.5591235924569258,0.35185185185185186,t,159
16,16,Logistic Regression,0.95,0.9375,0.5848083476489404,0.5701754385964912,0.5852564102564102,0.625,t,159
17,17,Logistic Regression,0.81,0.8,0.544867615531069,0.5062326869806094,0.43018885876028734,0.39285714285714285,t,159
18,18,Logistic Regression,1.0,1.0,0.52716517690678,0.5344129554655871,0.6436709124209125,0.6607142857142857,t,159
19,19,Logistic Regression,0.6083333333333333,0.625,0.5147773130296954,0.5243243243243243,0.6686914936914936,0.46296296296296297,t,159
20,20,Logistic Regression,0.8928571428571428,0.8125,0.5429288338065309,0.5391363022941971,0.4587533993783994,0.32142857142857145,t,159
21,21,Logistic Regression,0.5428571428571428,0.6,0.5270779421490795,0.5190575190575191,0.7723215056548391,0.6111111111111112,t,159
22,22,Logistic Regression,0.47619047619047616,0.5,0.5065110312400833,0.5,0.5428758741258741,0.39285714285714285,t,159
23,23,Logistic Regression,0.6226190476190476,0.55,0.6064902406513926,0.5119047619047619,0.34090909090909094,0.5833333333333334,t,159
24,24,Logistic Regression,0.6791666666666667,0.8,0.5511640593945326,0.5301455301455301,0.6773809523809524,0.5185185185185185,t,159
25,25,Logistic Regression,1.0,1.0,0.6534797235293573,0.5775510204081633,0.34374999999999994,0.5227272727272727,t,159
26,26,Logistic Regression,1.0,1.0,0.6149664676271804,0.5754847645429363,0.5997023809523809,0.6071428571428571,t,159
27,27,Logistic Regression,1.0,1.0,0.523961108319188,0.5249307479224377,0.7049062049062049,0.6607142857142857,t,159
28,28,Logistic Regression,0.7470238095238095,0.6875,0.5289140901280871,0.5168690958164642,0.4247061965811966,0.23214285714285712,t,159
29,29,Logistic Regression,0.8928571428571428,0.8125,0.5632204524728828,0.5256756756756756,0.7703703703703704,0.7222222222222223,t,159
30,30,Logistic Regression,0.8928571428571428,0.85,0.5670246331291564,0.5128205128205128,0.5848124098124098,0.4074074074074074,t,159
31,31,Logistic Regression,0.8875,0.875,0.5065130538710275,0.5399728997289972,0.6857142857142857,0.5,t,159
32,32,Logistic Regression,1.0,1.0,0.5029506847737801,0.49064449064449067,0.658994708994709,0.5740740740740742,t,159
