,bootstrap,feature,importance,model,distribution,seed
0,0,biomarker,-1.1605616324131987,Logistic Regression,t,98
1,0,Intercept,0.7295294537806581,Logistic Regression,t,98
0,1,biomarker,-0.1686782924028125,Logistic Regression,t,98
1,1,Intercept,0.012345214944630246,Logistic Regression,t,98
0,2,biomarker,2.4814896467054908,Logistic Regression,t,98
1,2,Intercept,-1.6279620943187967,Logistic Regression,t,98
0,3,biomarker,0.4794812208275537,Logistic Regression,t,98
1,3,Intercept,-0.21608228368103985,Logistic Regression,t,98
0,4,biomarker,2.418969579737435,Logistic Regression,t,98
1,4,Intercept,-1.5134260874557177,Logistic Regression,t,98
0,5,biomarker,0.8378195576259955,Logistic Regression,t,98
1,5,Intercept,-0.1474205014664544,Logistic Regression,t,98
0,6,biomarker,-2.1373268653581494,Logistic Regression,t,98
1,6,Intercept,1.1302142790635092,Logistic Regression,t,98
0,7,biomarker,2.4399307151432494,Logistic Regression,t,98
1,7,Intercept,-1.1671442579486202,Logistic Regression,t,98
0,8,biomarker,0.08417890122474365,Logistic Regression,t,98
1,8,Intercept,-0.20598713753004705,Logistic Regression,t,98
0,9,biomarker,1.3466158909884132,Logistic Regression,t,98
1,9,Intercept,-0.6284615302101221,Logistic Regression,t,98
0,10,biomarker,-2.057893781939361,Logistic Regression,t,98
1,10,Intercept,0.9218249329123718,Logistic Regression,t,98
0,11,biomarker,-0.15117527169380643,Logistic Regression,t,98
1,11,Intercept,0.15837096408017626,Logistic Regression,t,98
0,12,biomarker,1.162687242565891,Logistic Regression,t,98
1,12,Intercept,-0.5881517147790041,Logistic Regression,t,98
0,13,biomarker,-1.5414989251243045,Logistic Regression,t,98
1,13,Intercept,0.6147378041152108,Logistic Regression,t,98
0,14,biomarker,-0.633564045255646,Logistic Regression,t,98
1,14,Intercept,0.18792063295910813,Logistic Regression,t,98
0,15,biomarker,0.36481127042631845,Logistic Regression,t,98
1,15,Intercept,-0.22843972720288053,Logistic Regression,t,98
0,16,biomarker,0.5740483729088858,Logistic Regression,t,98
1,16,Intercept,-0.25318894941249365,Logistic Regression,t,98
0,17,biomarker,2.1541888896453294,Logistic Regression,t,98
1,17,Intercept,-1.0129769053072673,Logistic Regression,t,98
0,18,biomarker,-3.037456891594978,Logistic Regression,t,98
1,18,Intercept,1.4724036270990122,Logistic Regression,t,98
0,19,biomarker,2.623570533054545,Logistic Regression,t,98
1,19,Intercept,-1.7127364417602355,Logistic Regression,t,98
0,20,biomarker,0.3267407880525558,Logistic Regression,t,98
1,20,Intercept,-0.18453030764278766,Logistic Regression,t,98
0,21,biomarker,0.18035960327669048,Logistic Regression,t,98
1,21,Intercept,-0.15964561437032493,Logistic Regression,t,98
0,22,biomarker,-0.6818673295111749,Logistic Regression,t,98
1,22,Intercept,0.3005950752663203,Logistic Regression,t,98
0,23,biomarker,1.0968660726776374,Logistic Regression,t,98
1,23,Intercept,-0.31165091147016194,Logistic Regression,t,98
0,24,biomarker,0.2870814376872287,Logistic Regression,t,98
1,24,Intercept,-0.20990920991422374,Logistic Regression,t,98
0,25,biomarker,-1.1869000037410344,Logistic Regression,t,98
1,25,Intercept,0.7500395543043903,Logistic Regression,t,98
0,26,biomarker,0.20664565806758625,Logistic Regression,t,98
1,26,Intercept,-0.12291115959053313,Logistic Regression,t,98
0,27,biomarker,0.6743121332204435,Logistic Regression,t,98
1,27,Intercept,-0.2996395657266889,Logistic Regression,t,98
0,28,biomarker,-0.5297274630581492,Logistic Regression,t,98
1,28,Intercept,0.23529925569728102,Logistic Regression,t,98
0,29,biomarker,0.17455032416293884,Logistic Regression,t,98
1,29,Intercept,-0.014714746554960825,Logistic Regression,t,98
0,30,biomarker,-0.6650912416797142,Logistic Regression,t,98
1,30,Intercept,0.25360773249956525,Logistic Regression,t,98
0,31,biomarker,2.0142551580528223,Logistic Regression,t,98
1,31,Intercept,-1.1041980678718109,Logistic Regression,t,98
0,32,biomarker,0.9129808863118096,Logistic Regression,t,98
1,32,Intercept,-0.5138012211339305,Logistic Regression,t,98
0,33,biomarker,0.020271388260492906,Logistic Regression,t,98
1,33,Intercept,0.013730547859025628,Logistic Regression,t,98
0,34,biomarker,-0.1735649446139642,Logistic Regression,t,98
1,34,Intercept,0.1332566578432508,Logistic Regression,t,98
0,35,biomarker,-0.7273879195204328,Logistic Regression,t,98
1,35,Intercept,0.2416225801280831,Logistic Regression,t,98
0,36,biomarker,-0.18987113570949934,Logistic Regression,t,98
1,36,Intercept,0.06970965517949684,Logistic Regression,t,98
0,37,biomarker,0.18804777265520908,Logistic Regression,t,98
1,37,Intercept,-0.10492930455317394,Logistic Regression,t,98
0,38,biomarker,-1.268802957535074,Logistic Regression,t,98
1,38,Intercept,0.9186930959613787,Logistic Regression,t,98
0,39,biomarker,-1.0450838541061558,Logistic Regression,t,98
1,39,Intercept,0.6164809202012486,Logistic Regression,t,98
0,40,biomarker,-3.1912418201886306,Logistic Regression,t,98
1,40,Intercept,1.5121852596337342,Logistic Regression,t,98
0,41,biomarker,-3.0017225517573225,Logistic Regression,t,98
1,41,Intercept,1.333864098815453,Logistic Regression,t,98
0,42,biomarker,1.1790865440313145,Logistic Regression,t,98
1,42,Intercept,-0.7477397303673547,Logistic Regression,t,98
0,43,biomarker,1.6135750447740398,Logistic Regression,t,98
1,43,Intercept,-0.8412406667696389,Logistic Regression,t,98
0,44,biomarker,-1.5641862255506098,Logistic Regression,t,98
1,44,Intercept,0.8405991936985527,Logistic Regression,t,98
0,45,biomarker,-0.301844275964202,Logistic Regression,t,98
1,45,Intercept,0.15309778704776394,Logistic Regression,t,98
0,46,biomarker,1.339929294583834,Logistic Regression,t,98
1,46,Intercept,-0.6686319785761532,Logistic Regression,t,98
0,47,biomarker,-0.9041643614324026,Logistic Regression,t,98
1,47,Intercept,0.555264908289253,Logistic Regression,t,98
0,48,biomarker,1.5919034846072426,Logistic Regression,t,98
1,48,Intercept,-0.8197748230075034,Logistic Regression,t,98
0,49,biomarker,-1.3627986100931855,Logistic Regression,t,98
1,49,Intercept,0.8444789093073426,Logistic Regression,t,98
0,50,biomarker,-0.18088225590707332,Logistic Regression,t,98
1,50,Intercept,0.04314669153260137,Logistic Regression,t,98
0,51,biomarker,1.3841861337658523,Logistic Regression,t,98
1,51,Intercept,-0.5287063311446651,Logistic Regression,t,98
0,52,biomarker,-0.35502799474360774,Logistic Regression,t,98
1,52,Intercept,0.24273539561934684,Logistic Regression,t,98
0,53,biomarker,-2.078080073840875,Logistic Regression,t,98
1,53,Intercept,0.6748113911748373,Logistic Regression,t,98
0,54,biomarker,-1.0224137885201248,Logistic Regression,t,98
1,54,Intercept,0.6137099285649575,Logistic Regression,t,98
0,55,biomarker,0.9708491831446996,Logistic Regression,t,98
1,55,Intercept,-0.4454087452271009,Logistic Regression,t,98
0,56,biomarker,-0.3376722335949041,Logistic Regression,t,98
1,56,Intercept,0.09134892674005718,Logistic Regression,t,98
0,57,biomarker,0.3322005863661006,Logistic Regression,t,98
1,57,Intercept,-0.09059895125384147,Logistic Regression,t,98
0,58,biomarker,-2.5540969193632836,Logistic Regression,t,98
1,58,Intercept,1.316971484629952,Logistic Regression,t,98
0,59,biomarker,-1.7601586531767972,Logistic Regression,t,98
1,59,Intercept,0.9462318750674792,Logistic Regression,t,98
0,60,biomarker,0.17130197938408986,Logistic Regression,t,98
1,60,Intercept,-0.2020153185231934,Logistic Regression,t,98
0,61,biomarker,-0.19293572353531768,Logistic Regression,t,98
1,61,Intercept,0.16395362604905675,Logistic Regression,t,98
0,62,biomarker,1.3550402696303454,Logistic Regression,t,98
1,62,Intercept,-0.5832579721942479,Logistic Regression,t,98
0,63,biomarker,0.6022673199963576,Logistic Regression,t,98
1,63,Intercept,-0.2228204308158438,Logistic Regression,t,98
0,64,biomarker,0.38039489632212786,Logistic Regression,t,98
1,64,Intercept,-0.20867687832679593,Logistic Regression,t,98
0,65,biomarker,0.39026558086972446,Logistic Regression,t,98
1,65,Intercept,-0.21357888098754382,Logistic Regression,t,98
0,66,biomarker,0.10042197059460847,Logistic Regression,t,98
1,66,Intercept,-0.213941431195415,Logistic Regression,t,98
0,67,biomarker,0.5240745426599104,Logistic Regression,t,98
1,67,Intercept,-0.23356549884873662,Logistic Regression,t,98
0,68,biomarker,2.374572079570833,Logistic Regression,t,98
1,68,Intercept,-1.3710743147392546,Logistic Regression,t,98
0,69,biomarker,2.6177386163207457,Logistic Regression,t,98
1,69,Intercept,-1.3029397468711978,Logistic Regression,t,98
0,70,biomarker,-0.20177197323537177,Logistic Regression,t,98
1,70,Intercept,0.21535261678341838,Logistic Regression,t,98
0,71,biomarker,-0.8283917033076829,Logistic Regression,t,98
1,71,Intercept,0.3305220278840688,Logistic Regression,t,98
0,72,biomarker,-0.13649810920080305,Logistic Regression,t,98
1,72,Intercept,0.1026951340302027,Logistic Regression,t,98
0,73,biomarker,2.86019321944485,Logistic Regression,t,98
1,73,Intercept,-1.3024803181553792,Logistic Regression,t,98
0,74,biomarker,-0.863233387100288,Logistic Regression,t,98
1,74,Intercept,0.39219467300540084,Logistic Regression,t,98
0,75,biomarker,0.27720086703563,Logistic Regression,t,98
1,75,Intercept,-0.2519236018406308,Logistic Regression,t,98
0,76,biomarker,-0.9264358274550427,Logistic Regression,t,98
1,76,Intercept,0.5142217516662335,Logistic Regression,t,98
0,77,biomarker,-2.156421241229535,Logistic Regression,t,98
1,77,Intercept,1.3365735329050221,Logistic Regression,t,98
0,78,biomarker,-0.5692043459043941,Logistic Regression,t,98
1,78,Intercept,0.20467108031793732,Logistic Regression,t,98
0,79,biomarker,-0.10318380245817896,Logistic Regression,t,98
1,79,Intercept,-0.020877324560064924,Logistic Regression,t,98
0,80,biomarker,0.9719817373334394,Logistic Regression,t,98
1,80,Intercept,-0.639951017939272,Logistic Regression,t,98
0,81,biomarker,-0.1770236267907146,Logistic Regression,t,98
1,81,Intercept,0.006043572389368014,Logistic Regression,t,98
0,82,biomarker,2.2141479304855936,Logistic Regression,t,98
1,82,Intercept,-1.044621552288798,Logistic Regression,t,98
0,83,biomarker,-3.6043099767248323,Logistic Regression,t,98
1,83,Intercept,1.7953343568278615,Logistic Regression,t,98
0,84,biomarker,0.7785640282268703,Logistic Regression,t,98
1,84,Intercept,-0.44287794324270574,Logistic Regression,t,98
0,85,biomarker,-0.6141888569558147,Logistic Regression,t,98
1,85,Intercept,0.27456401630229715,Logistic Regression,t,98
0,86,biomarker,1.7707758978698758,Logistic Regression,t,98
1,86,Intercept,-0.8769088328469621,Logistic Regression,t,98
0,87,biomarker,-0.16008840110244368,Logistic Regression,t,98
1,87,Intercept,0.12421691721009484,Logistic Regression,t,98
0,88,biomarker,0.4050916307276519,Logistic Regression,t,98
1,88,Intercept,-0.412326591414844,Logistic Regression,t,98
0,89,biomarker,1.1784361722986656,Logistic Regression,t,98
1,89,Intercept,-0.5039943341370162,Logistic Regression,t,98
0,90,biomarker,0.6045155713547373,Logistic Regression,t,98
1,90,Intercept,-0.21538824249090965,Logistic Regression,t,98
0,91,biomarker,-0.062291141349035864,Logistic Regression,t,98
1,91,Intercept,0.05027562512872105,Logistic Regression,t,98
0,92,biomarker,-0.6182124119365137,Logistic Regression,t,98
1,92,Intercept,0.28263825609079757,Logistic Regression,t,98
0,93,biomarker,-0.1951638568211002,Logistic Regression,t,98
1,93,Intercept,0.10282946817605793,Logistic Regression,t,98
0,94,biomarker,-0.6722669593782027,Logistic Regression,t,98
1,94,Intercept,0.35473713504447024,Logistic Regression,t,98
0,95,biomarker,-1.5630626189955554,Logistic Regression,t,98
1,95,Intercept,0.9446483297358644,Logistic Regression,t,98
0,96,biomarker,-0.11492643303767561,Logistic Regression,t,98
1,96,Intercept,0.07892829023883341,Logistic Regression,t,98
0,97,biomarker,0.3752966439666584,Logistic Regression,t,98
1,97,Intercept,-0.25376124736968786,Logistic Regression,t,98
0,98,biomarker,1.689589662927307,Logistic Regression,t,98
1,98,Intercept,-0.9871395759888422,Logistic Regression,t,98
0,99,biomarker,-0.32471970964861685,Logistic Regression,t,98
1,99,Intercept,0.16312295399002386,Logistic Regression,t,98
0,100,biomarker,-1.3196337363039456,Logistic Regression,t,98
1,100,Intercept,0.757452725473653,Logistic Regression,t,98
0,101,biomarker,0.19786246558792125,Logistic Regression,t,98
1,101,Intercept,-0.14817583711611163,Logistic Regression,t,98
0,102,biomarker,-0.021592682676653478,Logistic Regression,t,98
1,102,Intercept,0.08128536682439341,Logistic Regression,t,98
0,103,biomarker,1.8811258871121903,Logistic Regression,t,98
1,103,Intercept,-0.8521689777329495,Logistic Regression,t,98
0,104,biomarker,-1.3451774991371477,Logistic Regression,t,98
