,bootstrap,model,test_average_precision,test_roc_auc,train_average_precision,train_roc_auc,validation_average_precision,validation_roc_auc,distribution,seed
0,0,Logistic Regression,0.6220238095238095,0.625,0.60956616183997,0.50944669365722,0.6622972265829408,0.7321428571428571,t,377
1,1,Logistic Regression,0.6220238095238095,0.7,0.48490862540779467,0.5148995148995149,0.623056573056573,0.4814814814814815,t,377
2,2,Logistic Regression,0.95,0.9375,0.5595872780348665,0.5762483130904184,0.448530636030636,0.28571428571428575,t,377
3,3,Logistic Regression,0.9028571428571428,0.85,0.6213043718122151,0.5803324099722992,0.5152537938252224,0.39285714285714285,t,377
4,4,Logistic Regression,0.8125,0.75,0.5798278318925065,0.5045045045045045,0.40952817024245597,0.33928571428571425,t,377
5,5,Logistic Regression,0.95,0.9375,0.6527298796370126,0.5736914600550964,0.6111111111111112,0.7307692307692308,t,377
6,6,Logistic Regression,0.8928571428571428,0.8125,0.6225222718071178,0.6006756756756757,0.39386446886446885,0.42592592592592593,t,377
7,7,Logistic Regression,0.6916666666666667,0.625,0.5145615981887611,0.5182926829268293,0.8954151404151404,0.78,t,377
8,8,Logistic Regression,0.6916666666666667,0.7,0.523926379229116,0.5261324041811847,0.7725592589228953,0.4318181818181818,t,377
9,9,Logistic Regression,0.95,0.9500000000000001,0.6498149285158126,0.6015246015246015,0.6829063793349508,0.6428571428571428,t,377
10,10,Logistic Regression,0.8303571428571428,0.8,0.550600951221661,0.534996534996535,0.7506512006512007,0.6111111111111112,t,377
11,11,Logistic Regression,0.5666666666666667,0.5625,0.5677646312992265,0.508108108108108,0.6143671143671143,0.537037037037037,t,377
12,12,Logistic Regression,0.47619047619047616,0.5,0.5099346845770535,0.5166204986149585,0.46034382284382286,0.2857142857142857,t,377
13,13,Logistic Regression,0.7708333333333333,0.75,0.5065608933076459,0.5128726287262872,0.6910789210789211,0.56,t,377
14,14,Logistic Regression,0.7095238095238094,0.7000000000000001,0.5479627727966754,0.5055555555555555,0.5798512598512598,0.31999999999999995,t,377
15,15,Logistic Regression,0.8928571428571428,0.85,0.595368644267785,0.5959805959805959,0.5293817293817293,0.2777777777777778,t,377
16,16,Logistic Regression,0.8041666666666667,0.8125,0.5327082535987895,0.5222672064777327,0.5634920634920635,0.5,t,377
17,17,Logistic Regression,0.7592857142857143,0.6,0.5115587900547622,0.5069252077562327,0.4596982382696668,0.39285714285714285,t,377
18,18,Logistic Regression,0.7611111111111111,0.6499999999999999,0.5422705101502149,0.5200831024930748,0.6223748473748474,0.41071428571428575,t,377
19,19,Logistic Regression,0.8928571428571428,0.8125,0.554913793845409,0.5060810810810811,0.7040274540274541,0.6666666666666667,t,377
20,20,Logistic Regression,0.9166666666666666,0.875,0.5585783126154971,0.5870445344129555,0.4851957070707071,0.35714285714285715,t,377
21,21,Logistic Regression,0.95,0.9375,0.5262532597347449,0.5459459459459459,0.724013949013949,0.5370370370370371,t,377
22,22,Logistic Regression,0.7708333333333333,0.8,0.510410892699792,0.5055401662049861,0.5126488095238095,0.4642857142857143,t,377
23,23,Logistic Regression,0.7116666666666667,0.6000000000000001,0.5708753998542822,0.49369747899159666,0.24206349206349206,0.5,t,377
24,24,Logistic Regression,0.7708333333333333,0.75,0.5212033010666253,0.535810810810811,0.694047619047619,0.5555555555555556,t,377
25,25,Logistic Regression,0.9428571428571428,0.9,0.6551241213283507,0.6006968641114983,0.4083333333333333,0.5909090909090908,t,377
26,26,Logistic Regression,0.885,0.8,0.5262259837455732,0.4975744975744976,0.6787087912087912,0.6428571428571428,t,377
27,27,Logistic Regression,0.7708333333333333,0.75,0.5709448312904305,0.5060728744939271,0.5248556998556999,0.42857142857142855,t,377
28,28,Logistic Regression,0.6791666666666667,0.75,0.5214666490445976,0.5026990553306343,0.4710588023088023,0.35714285714285715,t,377
29,29,Logistic Regression,0.95,0.9375,0.5907449138277383,0.5709459459459458,0.5385836385836386,0.42592592592592593,t,377
30,30,Logistic Regression,0.8766666666666667,0.85,0.47224566167689264,0.5020833333333333,0.6449633699633699,0.4814814814814814,t,377
31,31,Logistic Regression,0.7095238095238094,0.7000000000000001,0.5222837297678311,0.5125,0.7571900321900321,0.62,t,377
32,32,Logistic Regression,0.95,0.9375,0.5770412770129446,0.6087837837837837,0.7910373577040244,0.6851851851851851,t,377
33,33,Logistic Regression,0.8583333333333333,0.75,0.6016528821713296,0.554016620498615,0.4150226757369615,0.3571428571428571,t,377
34,34,Logistic Regression,0.8875,0.875,0.6003806781510607,0.5337381916329285,0.6998556998556997,0.5714285714285714,t,377
35,35,Logistic Regression,0.7708333333333333,0.8,0.5408466330968742,0.5770833333333333,0.5925702075702075,0.19999999999999998,t,377
36,36,Logistic Regression,0.8541666666666666,0.8125,0.5197031782587886,0.5384615384615384,0.6283730158730159,0.5892857142857143,t,377
37,37,Logistic Regression,0.6041666666666666,0.5625,0.4891775942466604,0.49797570850202433,0.6061771561771562,0.35714285714285715,t,377
38,38,Logistic Regression,0.7678571428571428,0.625,0.5631441548321966,0.5189701897018971,0.4809523809523809,0.62,t,377
39,39,Logistic Regression,0.8392857142857143,0.7,0.5094317444724276,0.48958333333333337,0.4584415584415584,0.54,t,377
40,40,Logistic Regression,0.7295238095238095,0.65,0.5261927530619764,0.5301455301455301,0.5507898351648352,0.5,t,377
41,41,Logistic Regression,0.7333333333333333,0.75,0.5173569967567555,0.5048611111111111,0.626017316017316,0.4,t,377
42,42,Logistic Regression,0.8303571428571428,0.8,0.5360544333824891,0.5512195121951219,0.9585576040121495,0.8863636363636364,t,377
43,43,Logistic Regression,1.0,1.0,0.5257551233373625,0.5101351351351351,0.771462488129155,0.6851851851851852,t,377
44,44,Logistic Regression,1.0,1.0,0.5635324511107623,0.5717255717255717,0.7021978021978021,0.5925925925925926,t,377
45,45,Logistic Regression,0.95,0.9375,0.5563133044873868,0.52834008097166,0.6570905285191,0.5535714285714285,t,377
46,46,Logistic Regression,0.8541666666666666,0.85,0.5759828583028431,0.5588642659279778,0.6404963092463093,0.625,t,377
47,47,Logistic Regression,0.8541666666666666,0.8125,0.5824585968658031,0.5047425474254743,0.30930735930735925,0.36,t,377
48,48,Logistic Regression,1.0,1.0,0.47667650096601183,0.5135135135135135,0.4562335812335812,0.12962962962962962,t,377
49,49,Logistic Regression,0.8528571428571428,0.8,0.6206004896647599,0.5742160278745644,0.1944139194139194,0.11363636363636365,t,377
50,50,Logistic Regression,0.7095238095238094,0.625,0.4890180847564195,0.4966216216216216,0.5489556739556739,0.37037037037037035,t,377
51,51,Logistic Regression,0.8350000000000001,0.75,0.5350197262530927,0.5107415107415108,0.425,0.5,t,377
52,52,Logistic Regression,0.95,0.9500000000000001,0.5796190660562008,0.6090277777777777,0.40829725829725827,0.4814814814814815,t,377
53,53,Logistic Regression,0.8041666666666667,0.8500000000000001,0.5117186270579226,0.5350140056022409,0.8885954323454325,0.6111111111111112,t,377
54,54,Logistic Regression,0.8261904761904761,0.75,0.5292593353273314,0.5173611111111112,0.4259090909090909,0.5800000000000001,t,377
55,55,Logistic Regression,0.75,0.5625,0.549408601273373,0.5101214574898785,0.6059981684981686,0.4642857142857143,t,377
56,56,Logistic Regression,0.6349206349206349,0.5,0.5023290072658486,0.5142065142065142,0.6187288020621355,0.42592592592592593,t,377
57,57,Logistic Regression,0.6458333333333333,0.6875,0.5727263552751541,0.5013513513513513,0.4070346320346321,0.42592592592592593,t,377
58,58,Logistic Regression,0.8541666666666666,0.85,0.513407720352228,0.5194444444444444,0.5524864024864026,0.4814814814814815,t,377
59,59,Logistic Regression,0.9166666666666666,0.875,0.517800415069756,0.5364864864864866,0.6199405532738866,0.4444444444444445,t,377
60,60,Logistic Regression,0.6458333333333333,0.6875,0.5077616171195966,0.5413279132791329,0.9183658008658008,0.84,t,377
61,61,Logistic Regression,1.0,1.0,0.6550638719386039,0.6006756756756756,0.5083694083694084,0.6481481481481481,t,377
62,62,Logistic Regression,0.8875,0.875,0.5256967417438408,0.5094594594594595,0.5673631923631923,0.6481481481481481,t,377
