,bootstrap,model,test_average_precision,test_roc_auc,train_average_precision,train_roc_auc,validation_average_precision,validation_roc_auc,distribution,seed
0,0,Logistic Regression,1.0,1.0,0.805759026289333,0.7994579945799458,0.7753968253968253,0.84,t,448
1,1,Logistic Regression,1.0,1.0,0.858754496049989,0.8432055749128919,0.6666666666666666,0.7954545454545454,t,448
2,2,Logistic Regression,1.0,1.0,0.7616650767550707,0.7895833333333334,0.9614285714285714,0.9000000000000001,t,448
3,3,Logistic Regression,1.0,1.0,0.7943350964547014,0.7969507969507968,1.0,1.0,t,448
4,4,Logistic Regression,1.0,1.0,0.7850010985834116,0.8231707317073171,0.9068650793650793,0.8200000000000001,t,448
5,5,Logistic Regression,1.0,1.0,0.7851063803774627,0.8125,0.9284848484848484,0.8200000000000001,t,448
6,6,Logistic Regression,1.0,1.0,0.7953159009478005,0.8152777777777778,0.9769230769230769,0.9400000000000001,t,448
7,7,Logistic Regression,1.0,1.0,0.7671381699271584,0.7886347886347886,0.9317956349206349,0.9285714285714286,t,448
8,8,Logistic Regression,1.0,1.0,0.8015834043730277,0.8224932249322493,0.951923076923077,0.88,t,448
9,9,Logistic Regression,1.0,1.0,0.7967933926962916,0.8224932249322493,0.8737698412698411,0.8200000000000001,t,448
10,10,Logistic Regression,1.0,1.0,0.788920662604786,0.8018018018018018,0.8870731120731121,0.8518518518518519,t,448
11,11,Logistic Regression,0.9666666666666666,0.95,0.7888214710647414,0.7943213296398892,0.9367346938775509,0.9285714285714286,t,448
12,12,Logistic Regression,1.0,1.0,0.7765506028937533,0.8081632653061224,0.9750688705234161,0.9318181818181819,t,448
13,13,Logistic Regression,1.0,1.0,0.7865231277630131,0.8031878031878033,0.9060405643738978,0.888888888888889,t,448
14,14,Logistic Regression,1.0,1.0,0.8181464439100081,0.8240997229916898,0.8523809523809522,0.8392857142857142,t,448
15,15,Logistic Regression,0.95,0.9500000000000001,0.8170211869241621,0.8135828135828136,0.7253968253968254,0.8392857142857143,t,448
16,16,Logistic Regression,1.0,1.0,0.8591101528921611,0.854251012145749,0.5947916666666666,0.625,t,448
17,17,Logistic Regression,0.95,0.9500000000000001,0.803840491651791,0.8227146814404432,0.8764880952380952,0.7857142857142857,t,448
18,18,Logistic Regression,1.0,1.0,0.7950927277416924,0.8142758142758143,0.9293209876543211,0.8518518518518519,t,448
19,19,Logistic Regression,0.95,0.9375,0.7815133165408257,0.8,0.9765432098765432,0.962962962962963,t,448
20,20,Logistic Regression,1.0,1.0,0.781788879235369,0.7975708502024292,0.852281746031746,0.8571428571428572,t,448
21,21,Logistic Regression,1.0,1.0,0.7951359636635051,0.8184338184338185,0.8715488215488216,0.7777777777777778,t,448
22,22,Logistic Regression,1.0,1.0,0.8250088521443448,0.8373819163292848,0.7749999999999999,0.7678571428571428,t,448
23,23,Logistic Regression,1.0,1.0,0.7939367193261541,0.8004158004158004,0.9484126984126984,0.9629629629629629,t,448
24,24,Logistic Regression,1.0,1.0,0.8075255297894407,0.8108108108108109,0.808390022675737,0.8392857142857143,t,448
25,25,Logistic Regression,1.0,1.0,0.7910164270626928,0.7951388888888888,0.8909090909090909,0.88,t,448
26,26,Logistic Regression,1.0,1.0,0.810811247120738,0.8218988218988219,0.7482007575757575,0.7142857142857142,t,448
27,27,Logistic Regression,1.0,1.0,0.8277036595848072,0.8260568260568261,0.8722222222222222,0.888888888888889,t,448
28,28,Logistic Regression,1.0,1.0,0.7632858797696487,0.7900207900207901,0.9598765432098768,0.9259259259259259,t,448
29,29,Logistic Regression,1.0,1.0,0.7901085512925627,0.8094594594594595,0.8893738977072312,0.8518518518518519,t,448
30,30,Logistic Regression,1.0,1.0,0.8125119229809192,0.8115038115038115,0.704421768707483,0.7678571428571428,t,448
31,31,Logistic Regression,1.0,1.0,0.7507095886198294,0.7740817740817741,1.0,1.0,t,448
32,32,Logistic Regression,0.95,0.9375,0.7676660941815447,0.8114864864864865,0.9355089355089357,0.8703703703703703,t,448
33,33,Logistic Regression,1.0,1.0,0.8340580317160606,0.8200280112044818,0.3873015873015873,0.7500000000000001,t,448
34,34,Logistic Regression,1.0,1.0,0.8097174313463819,0.8299595141700405,0.776271645021645,0.7678571428571428,t,448
35,35,Logistic Regression,1.0,1.0,0.7513187431738352,0.7861111111111111,0.9888888888888889,0.9814814814814815,t,448
36,36,Logistic Regression,1.0,1.0,0.798525116018839,0.8227146814404432,0.8233516483516483,0.7678571428571428,t,448
37,37,Logistic Regression,1.0,1.0,0.7909852409921615,0.805668016194332,0.8289638932496075,0.8035714285714286,t,448
38,38,Logistic Regression,1.0,1.0,0.8110968131521218,0.8178670360110804,0.7782312925170067,0.7678571428571428,t,448
39,39,Logistic Regression,1.0,1.0,0.818087325440965,0.8089430894308943,0.8766666666666667,0.9400000000000001,t,448
40,40,Logistic Regression,1.0,1.0,0.7829964265735423,0.8256756756756758,0.8790123456790124,0.8148148148148149,t,448
41,41,Logistic Regression,1.0,1.0,0.7475541434877366,0.7927927927927928,0.9381313131313131,0.9107142857142857,t,448
42,42,Logistic Regression,1.0,1.0,0.7928879772725714,0.8059598059598059,0.9626543209876544,0.9444444444444444,t,448
43,43,Logistic Regression,1.0,1.0,0.7848362504722591,0.8081717451523546,0.8534722222222222,0.8214285714285714,t,448
44,44,Logistic Regression,1.0,1.0,0.7933383962190437,0.8108108108108109,0.9535634118967453,0.925925925925926,t,448
45,45,Logistic Regression,1.0,1.0,0.8232255266976614,0.8378378378378378,0.8210884353741494,0.8214285714285714,t,448
46,46,Logistic Regression,0.95,0.9500000000000001,0.8132869086361091,0.8247922437673131,0.8045454545454546,0.7678571428571428,t,448
47,47,Logistic Regression,1.0,1.0,0.8047785227987162,0.8206371191135734,0.857535321821036,0.8214285714285714,t,448
48,48,Logistic Regression,1.0,1.0,0.8443456983783142,0.8541666666666667,0.5909090909090908,0.6799999999999999,t,448
49,49,Logistic Regression,1.0,1.0,0.8068707184593176,0.8337837837837838,0.929700854700855,0.8703703703703703,t,448
50,50,Logistic Regression,1.0,1.0,0.8422104437552949,0.8565488565488566,0.6836309523809524,0.625,t,448
51,51,Logistic Regression,1.0,1.0,0.7956720684360429,0.7962577962577961,0.9107142857142857,0.9259259259259259,t,448
52,52,Logistic Regression,1.0,1.0,0.768994942631619,0.7881944444444445,0.848492865159532,0.8148148148148149,t,448
53,53,Logistic Regression,1.0,1.0,0.7895154682951778,0.7854166666666667,0.9028571428571428,0.9400000000000001,t,448
54,54,Logistic Regression,1.0,1.0,0.7641802364636567,0.7888888888888889,0.9535634118967453,0.925925925925926,t,448
55,55,Logistic Regression,1.0,1.0,0.8231686106480478,0.8331024930747922,0.7593749999999999,0.7142857142857143,t,448
56,56,Logistic Regression,1.0,1.0,0.8377353376169043,0.8421052631578948,0.7228200371057514,0.7321428571428571,t,448
57,57,Logistic Regression,1.0,1.0,0.7660419769303596,0.7825484764542937,0.9415178571428572,0.9285714285714286,t,448
58,58,Logistic Regression,1.0,1.0,0.8435141492166943,0.8337950138504155,0.633256029684601,0.6607142857142857,t,448
59,59,Logistic Regression,1.0,1.0,0.8005054300674307,0.8218623481781376,0.7939484126984128,0.8035714285714286,t,448
60,60,Logistic Regression,1.0,1.0,0.8165900151156333,0.8329868329868331,0.7086309523809524,0.6785714285714286,t,448
61,61,Logistic Regression,1.0,1.0,0.7992084588928626,0.7941970310391362,0.9276437847866419,0.9107142857142857,t,448
62,62,Logistic Regression,1.0,1.0,0.8381863976331809,0.8334494773519164,0.6950757575757576,0.7954545454545454,t,448
63,63,Logistic Regression,1.0,1.0,0.7999292188451276,0.7902777777777779,0.9428571428571428,0.9600000000000001,t,448
64,64,Logistic Regression,1.0,1.0,0.8017888696458798,0.805668016194332,0.8951388888888889,0.875,t,448
65,65,Logistic Regression,1.0,1.0,0.7754971180489134,0.7962577962577962,0.8885281385281385,0.875,t,448
66,66,Logistic Regression,1.0,1.0,0.7891240578652365,0.8101351351351352,0.8691718775052109,0.8518518518518519,t,448
67,67,Logistic Regression,1.0,1.0,0.8057620517170778,0.806786703601108,0.9129251700680272,0.9107142857142857,t,448
68,68,Logistic Regression,1.0,1.0,0.7969577987724109,0.7928475033738192,0.9617346938775511,0.9642857142857143,t,448
69,69,Logistic Regression,1.0,1.0,0.805837940389697,0.816464237516869,0.8163265306122449,0.8392857142857142,t,448
70,70,Logistic Regression,1.0,1.0,0.8438505057254341,0.8378378378378377,0.762037037037037,0.7962962962962963,t,448
71,71,Logistic Regression,1.0,1.0,0.8194075788132082,0.8225918225918225,0.6347222222222223,0.7777777777777778,t,448
72,72,Logistic Regression,1.0,1.0,0.8308597787516124,0.8267498267498268,0.748611111111111,0.7962962962962963,t,448
73,73,Logistic Regression,1.0,1.0,0.7994851333053373,0.8130904183535762,0.8338789682539682,0.8750000000000001,t,448
74,74,Logistic Regression,1.0,1.0,0.7594605478415374,0.7979166666666666,0.8737698412698411,0.8200000000000001,t,448
75,75,Logistic Regression,1.0,1.0,0.8304502322762494,0.8414127423822715,0.715079365079365,0.6964285714285714,t,448
76,76,Logistic Regression,1.0,1.0,0.7956938579958405,0.8346883468834688,0.8017388167388166,0.7000000000000001,t,448
77,77,Logistic Regression,1.0,1.0,0.8275853101322902,0.8180555555555555,0.7166666666666666,0.82,t,448
78,78,Logistic Regression,1.0,1.0,0.8105178782314202,0.8306122448979593,0.8712592962592962,0.75,t,448
79,79,Logistic Regression,1.0,1.0,0.7902474943493145,0.8047091412742382,0.9293650793650794,0.9107142857142857,t,448
80,80,Logistic Regression,1.0,1.0,0.801523516414834,0.8052668052668052,0.9276437847866419,0.9107142857142857,t,448
81,81,Logistic Regression,1.0,1.0,0.8071539963983085,0.812889812889813,0.8245590828924163,0.8148148148148149,t,448
82,82,Logistic Regression,1.0,1.0,0.7971236289824537,0.8388888888888889,0.8276353276353279,0.7037037037037037,t,448
83,83,Logistic Regression,1.0,1.0,0.8404145949516326,0.8361111111111111,0.6251948051948052,0.74,t,448
84,84,Logistic Regression,1.0,1.0,0.8107883265196412,0.8260568260568261,0.7885281385281385,0.7678571428571428,t,448
85,85,Logistic Regression,1.0,1.0,0.8466226893166154,0.8414304993252362,0.644083694083694,0.7142857142857143,t,448
86,86,Logistic Regression,1.0,1.0,0.875361541652656,0.8648648648648648,0.5872405372405372,0.625,t,448
87,87,Logistic Regression,1.0,1.0,0.8313504396411326,0.8336798336798336,0.7015262515262515,0.6964285714285714,t,448
88,88,Logistic Regression,1.0,1.0,0.8502426213069707,0.8414965986394558,0.59375,0.6818181818181819,t,448
89,89,Logistic Regression,1.0,1.0,0.8167593216954085,0.8414127423822715,0.8395833333333333,0.7142857142857143,t,448
90,90,Logistic Regression,0.95,0.9375,0.7859419365249032,0.7925675675675676,0.976190476190476,0.9814814814814814,t,448
91,91,Logistic Regression,1.0,1.0,0.8047642658694729,0.7944444444444444,0.9444444444444444,0.9444444444444445,t,448
92,92,Logistic Regression,1.0,1.0,0.815360967364957,0.8185595567867037,0.7476190476190476,0.7678571428571428,t,448
93,93,Logistic Regression,1.0,1.0,0.8040148226574055,0.8074324324324325,0.8357142857142856,0.8888888888888888,t,448
94,94,Logistic Regression,1.0,1.0,0.755874494168067,0.8062717770034843,0.944077134986226,0.8181818181818181,t,448
95,95,Logistic Regression,1.0,1.0,0.8176650941966705,0.8267498267498268,0.6938863605530272,0.6666666666666667,t,448
96,96,Logistic Regression,1.0,1.0,0.7711762953246466,0.8020833333333333,0.932651515151515,0.86,t,448
97,97,Logistic Regression,1.0,1.0,0.7977629850487287,0.8056680161943319,0.8553436147186148,0.8571428571428571,t,448
98,98,Logistic Regression,1.0,1.0,0.7809681760597907,0.8145833333333333,0.9532467532467531,0.8800000000000001,t,448
99,99,Logistic Regression,1.0,1.0,0.771824470707487,0.8191056910569106,0.9651515151515152,0.92,t,448
100,100,Logistic Regression,1.0,1.0,0.8251909083247232,0.8275623268698061,0.8073412698412699,0.7857142857142857,t,448
101,101,Logistic Regression,1.0,1.0,0.7952998776950775,0.8101178101178101,0.8782627865961199,0.8703703703703705,t,448
102,102,Logistic Regression,1.0,1.0,0.7949472160160442,0.7874493927125507,0.9999999999999998,1.0,t,448
103,103,Logistic Regression,1.0,1.0,0.8491887912753089,0.8277310924369747,0.33730158730158727,0.6944444444444445,t,448
