,bootstrap,model,test_average_precision,test_roc_auc,train_average_precision,train_roc_auc,validation_average_precision,validation_roc_auc,distribution,seed
0,0,Logistic Regression,1.0,1.0,0.7975176773526225,0.8194444444444444,0.6269230769230769,0.64,t,13
1,1,Logistic Regression,1.0,1.0,0.8010562576526857,0.8075880758807588,0.5238095238095237,0.7727272727272727,t,13
2,2,Logistic Regression,1.0,1.0,0.7473335831328994,0.8145833333333333,0.9228174603174603,0.8200000000000001,t,13
3,3,Logistic Regression,1.0,1.0,0.7556855985494744,0.7726957726957727,0.8416666666666666,0.888888888888889,t,13
4,4,Logistic Regression,1.0,1.0,0.7624150801390234,0.820138888888889,0.8307034632034631,0.7000000000000001,t,13
5,5,Logistic Regression,1.0,1.0,0.7414084106567961,0.7868055555555556,0.9105880230880231,0.8,t,13
6,6,Logistic Regression,1.0,1.0,0.761180456876008,0.8157181571815718,0.8469769119769119,0.76,t,13
7,7,Logistic Regression,0.95,0.9375,0.716752572835537,0.7624831309041835,0.9861111111111112,0.9821428571428572,t,13
8,8,Logistic Regression,1.0,1.0,0.7541331392075117,0.8083333333333333,0.931923076923077,0.84,t,13
9,9,Logistic Regression,1.0,1.0,0.724345684951648,0.775,0.9503174603174603,0.8800000000000001,t,13
10,10,Logistic Regression,1.0,1.0,0.7792838688682574,0.8149688149688149,0.7898860398860401,0.6851851851851851,t,13
11,11,Logistic Regression,0.9266666666666665,0.9,0.7363171219468668,0.7825484764542936,0.9379251700680272,0.9464285714285714,t,13
12,12,Logistic Regression,1.0,1.0,0.7726146688902891,0.8236933797909407,0.8028960938051848,0.5681818181818181,t,13
13,13,Logistic Regression,1.0,1.0,0.8161523969872331,0.8142758142758143,0.7483245149911817,0.7592592592592593,t,13
14,14,Logistic Regression,1.0,1.0,0.7736378332485913,0.8178670360110804,0.8180581323438465,0.732142857142857,t,13
15,15,Logistic Regression,1.0,1.0,0.7668280813163602,0.7886347886347886,0.827437641723356,0.8571428571428571,t,13
16,16,Logistic Regression,1.0,1.0,0.7403033950328446,0.7768537768537769,0.852281746031746,0.8571428571428572,t,13
17,17,Logistic Regression,1.0,1.0,0.7286415215286937,0.7739541160593792,0.9317956349206349,0.9285714285714286,t,13
18,18,Logistic Regression,1.0,1.0,0.7770350317448977,0.8101178101178101,0.8082722832722833,0.7777777777777778,t,13
19,19,Logistic Regression,0.95,0.9375,0.7382591541500476,0.7804054054054055,0.9722222222222223,0.9444444444444444,t,13
20,20,Logistic Regression,1.0,1.0,0.7658156216130284,0.8022941970310391,0.932426948051948,0.9107142857142857,t,13
21,21,Logistic Regression,1.0,1.0,0.705407084408121,0.7685377685377686,1.0,1.0,t,13
22,22,Logistic Regression,1.0,1.0,0.7899013592706785,0.7880886426592798,0.8260204081632654,0.8928571428571429,t,13
23,23,Logistic Regression,1.0,1.0,0.8147897176925728,0.8004158004158003,0.7027777777777777,0.8518518518518519,t,13
24,24,Logistic Regression,1.0,1.0,0.7749028159368236,0.7908232118758434,0.7738095238095237,0.8214285714285714,t,13
25,25,Logistic Regression,1.0,1.0,0.8407749728376567,0.8381944444444446,0.41194083694083694,0.56,t,13
26,26,Logistic Regression,1.0,1.0,0.7621681358814265,0.8026315789473684,0.734375,0.7142857142857143,t,13
27,27,Logistic Regression,1.0,1.0,0.7372321090603926,0.7777027027027027,0.9055555555555554,0.9074074074074074,t,13
28,28,Logistic Regression,1.0,1.0,0.7545337234241076,0.801108801108801,0.8804945054945057,0.7962962962962963,t,13
29,29,Logistic Regression,0.95,0.9375,0.7204259817049857,0.7898648648648647,0.9216200466200468,0.851851851851852,t,13
30,30,Logistic Regression,1.0,1.0,0.7446577383923392,0.7706167706167706,0.947845804988662,0.9464285714285714,t,13
31,31,Logistic Regression,1.0,1.0,0.7615338558016027,0.7997227997227998,0.8804945054945057,0.7962962962962963,t,13
32,32,Logistic Regression,1.0,1.0,0.7020191036329103,0.7804054054054054,0.9172278338945008,0.8518518518518519,t,13
33,33,Logistic Regression,1.0,1.0,0.7934695991788829,0.7906976744186046,0.6333333333333333,0.8333333333333334,t,13
34,34,Logistic Regression,1.0,1.0,0.783726913734198,0.812889812889813,0.7010281385281386,0.75,t,13
35,35,Logistic Regression,1.0,1.0,0.7225305136838376,0.778932778932779,0.9242063492063493,0.8518518518518517,t,13
36,36,Logistic Regression,1.0,1.0,0.7355743659388543,0.7651821862348178,0.9285714285714284,0.875,t,13
37,37,Logistic Regression,1.0,1.0,0.7310572802209908,0.7825484764542937,0.9682539682539681,0.9642857142857143,t,13
38,38,Logistic Regression,1.0,1.0,0.7445909872886749,0.7818559556786704,0.8809523809523809,0.8571428571428571,t,13
39,39,Logistic Regression,1.0,1.0,0.8925690859625168,0.8673611111111111,0.6309523809523809,0.7200000000000001,t,13
40,40,Logistic Regression,1.0,1.0,0.7657167546369912,0.8135135135135135,0.8195878195878197,0.6851851851851851,t,13
41,41,Logistic Regression,1.0,1.0,0.7735476361953832,0.8137651821862348,0.8030219780219781,0.6785714285714285,t,13
42,42,Logistic Regression,1.0,1.0,0.7789391016144015,0.8288288288288288,0.8001914751914752,0.7592592592592593,t,13
43,43,Logistic Regression,1.0,1.0,0.7449104745657983,0.8066528066528067,0.8214285714285714,0.7500000000000001,t,13
44,44,Logistic Regression,1.0,1.0,0.7373560683661886,0.7959459459459459,0.8804945054945057,0.7962962962962963,t,13
45,45,Logistic Regression,1.0,1.0,0.7822019432151742,0.8019390581717452,0.6877551020408164,0.6964285714285714,t,13
46,46,Logistic Regression,1.0,1.0,0.7717378240434468,0.8056680161943319,0.7939484126984128,0.8035714285714286,t,13
47,47,Logistic Regression,1.0,1.0,0.8181707093296865,0.8205128205128205,0.6857142857142857,0.7678571428571428,t,13
48,48,Logistic Regression,1.0,1.0,0.7976080931705253,0.8082655826558266,0.6676190476190476,0.78,t,13
49,49,Logistic Regression,1.0,1.0,0.7372709179890753,0.7914067914067915,0.9380952380952383,0.8703703703703703,t,13
50,50,Logistic Regression,1.0,1.0,0.8473251735593894,0.8357588357588358,0.5785037878787879,0.5892857142857143,t,13
51,51,Logistic Regression,1.0,1.0,0.7515086721164078,0.7754677754677755,0.8972222222222223,0.9259259259259259,t,13
52,52,Logistic Regression,1.0,1.0,0.7495570243871965,0.7844767844767845,0.9282627865961199,0.9074074074074074,t,13
53,53,Logistic Regression,1.0,1.0,0.7786305469126098,0.7886178861788617,1.0,1.0,t,13
54,54,Logistic Regression,1.0,1.0,0.7157001880276717,0.7868055555555554,0.9534662867996202,0.9074074074074074,t,13
55,55,Logistic Regression,1.0,1.0,0.7412071873806473,0.7854251012145749,0.883531746031746,0.875,t,13
56,56,Logistic Regression,1.0,1.0,0.7402982617872498,0.7968960863697706,0.782142857142857,0.75,t,13
57,57,Logistic Regression,1.0,1.0,0.8168325454761064,0.8063427800269906,0.7602678571428572,0.8392857142857143,t,13
58,58,Logistic Regression,1.0,1.0,0.762295802290883,0.7837837837837837,0.8260204081632654,0.8928571428571429,t,13
59,59,Logistic Regression,1.0,1.0,0.79807462053087,0.8074792243767314,0.7778159340659341,0.7678571428571429,t,13
60,60,Logistic Regression,1.0,1.0,0.7790523755563641,0.805959805959806,0.6794507575757576,0.7142857142857142,t,13
61,61,Logistic Regression,1.0,1.0,0.7658994116031441,0.8038808038808039,0.9379251700680272,0.9464285714285714,t,13
62,62,Logistic Regression,1.0,1.0,0.8310057235852834,0.8125435540069686,0.46111111111111114,0.7272727272727272,t,13
63,63,Logistic Regression,1.0,1.0,0.7893565873308397,0.8104166666666666,0.521031746031746,0.6,t,13
64,64,Logistic Regression,1.0,1.0,0.7048472156827059,0.7643797643797644,0.9415178571428572,0.9285714285714286,t,13
65,65,Logistic Regression,1.0,1.0,0.744192108965782,0.7825484764542936,0.8588744588744588,0.7678571428571428,t,13
66,66,Logistic Regression,1.0,1.0,0.7466724662573032,0.7927927927927927,0.9237043820377155,0.8703703703703703,t,13
67,67,Logistic Regression,1.0,1.0,0.7615530462472355,0.7844767844767845,0.8801587301587301,0.8928571428571428,t,13
68,68,Logistic Regression,0.95,0.9500000000000001,0.7315990814115281,0.7747747747747749,0.9404761904761902,0.9107142857142857,t,13
69,69,Logistic Regression,1.0,1.0,0.7855432523518533,0.8088642659279778,0.7496598639455783,0.8035714285714285,t,13
70,70,Logistic Regression,1.0,1.0,0.743344546596241,0.7662162162162162,1.0,1.0,t,13
71,71,Logistic Regression,1.0,1.0,0.7812107583381748,0.8094594594594594,0.6722582972582972,0.7222222222222222,t,13
72,72,Logistic Regression,1.0,1.0,0.7576261896484615,0.7879417879417879,0.8214646464646465,0.8518518518518519,t,13
73,73,Logistic Regression,0.95,0.9500000000000001,0.7638097895385155,0.7936288088642659,0.9416666666666667,0.875,t,13
74,74,Logistic Regression,1.0,1.0,0.7121162712458073,0.7861111111111111,0.8978646353646352,0.78,t,13
75,75,Logistic Regression,1.0,1.0,0.7931978980030724,0.8178137651821863,0.627922077922078,0.625,t,13
76,76,Logistic Regression,1.0,1.0,0.7391842813774757,0.786111111111111,0.9587412587412588,0.9,t,13
77,77,Logistic Regression,1.0,1.0,0.7489839274281755,0.7770833333333333,0.8142857142857143,0.8400000000000001,t,13
78,78,Logistic Regression,1.0,1.0,0.7232248728949865,0.7829931972789116,0.9708624708624709,0.9090909090909092,t,13
79,79,Logistic Regression,1.0,1.0,0.7766889134704842,0.8211875843454791,0.8188311688311689,0.7142857142857142,t,13
80,80,Logistic Regression,1.0,1.0,0.7760468813655567,0.8081717451523546,0.640018315018315,0.6964285714285714,t,13
81,81,Logistic Regression,1.0,1.0,0.7571472985434773,0.7955647955647955,0.8969496552829888,0.8703703703703705,t,13
82,82,Logistic Regression,1.0,1.0,0.7916753299464352,0.8364864864864865,0.6870370370370371,0.6111111111111112,t,13
83,83,Logistic Regression,1.0,1.0,0.8058506665961542,0.8231707317073171,0.5388888888888889,0.64,t,13
84,84,Logistic Regression,1.0,1.0,0.7640302800318659,0.8045738045738046,0.8441287878787879,0.75,t,13
85,85,Logistic Regression,1.0,1.0,0.7988846243188548,0.8036437246963563,0.6853741496598639,0.7857142857142857,t,13
86,86,Logistic Regression,1.0,1.0,0.7263272203177852,0.7442645074224021,0.9480519480519478,0.9285714285714286,t,13
87,87,Logistic Regression,1.0,1.0,0.7956526599402584,0.8218988218988219,0.6731601731601731,0.6607142857142857,t,13
