,bootstrap,model,test_average_precision,test_roc_auc,train_average_precision,train_roc_auc,validation_average_precision,validation_roc_auc,distribution,seed
0,0,Logistic Regression,1.0,1.0,0.8512336936961596,0.839430894308943,0.47757575757575754,0.68,normal,43
1,1,Logistic Regression,1.0,1.0,0.7953068332005977,0.8013937282229965,0.675595238095238,0.7272727272727272,normal,43
2,2,Logistic Regression,1.0,1.0,0.8011690594476328,0.8145833333333333,0.8322546897546896,0.78,normal,43
3,3,Logistic Regression,1.0,1.0,0.8016599668416887,0.8054054054054054,0.8766233766233765,0.8703703703703705,normal,43
4,4,Logistic Regression,1.0,1.0,0.827080949590143,0.8541666666666665,0.8264757464757464,0.7,normal,43
5,5,Logistic Regression,1.0,1.0,0.7891439238841684,0.8131944444444444,0.941540404040404,0.88,normal,43
6,6,Logistic Regression,1.0,1.0,0.8238827158809152,0.8527777777777777,0.7998656898656898,0.64,normal,43
7,7,Logistic Regression,1.0,1.0,0.7907849815534733,0.8135828135828136,0.8136769480519481,0.8392857142857142,normal,43
8,8,Logistic Regression,1.0,1.0,0.8195859666274621,0.8458333333333333,0.7893939393939393,0.6000000000000001,normal,43
9,9,Logistic Regression,1.0,1.0,0.8161003375142991,0.8430555555555556,0.7977960927960928,0.66,normal,43
10,10,Logistic Regression,1.0,1.0,0.7974222286385557,0.8304054054054054,0.8436387686387687,0.7962962962962963,normal,43
11,11,Logistic Regression,1.0,1.0,0.7438301868897319,0.7721606648199446,0.9999999999999998,1.0,normal,43
12,12,Logistic Regression,1.0,1.0,0.7850168918128204,0.81602787456446,0.9416994621540076,0.8409090909090908,normal,43
13,13,Logistic Regression,1.0,1.0,0.7982253351978907,0.8222972972972973,0.9194444444444445,0.8333333333333335,normal,43
14,14,Logistic Regression,1.0,1.0,0.791858532172394,0.805668016194332,0.9129251700680272,0.9107142857142857,normal,43
15,15,Logistic Regression,1.0,1.0,0.7898659400973865,0.801246537396122,0.9240362811791383,0.9285714285714286,normal,43
16,16,Logistic Regression,1.0,1.0,0.799827794480716,0.8212058212058212,0.9068813131313131,0.875,normal,43
17,17,Logistic Regression,1.0,1.0,0.8022586811549806,0.8130193905817175,0.8553436147186148,0.8571428571428571,normal,43
